City	Jahr	stock	v	rent	emp	gva
Wiesbaden	1992	1768884	2.3	11.76	71842	7934713000
Wiesbaden	1993	1782384	3.9	12.27	72569	8244415169
Wiesbaden	1994	1801884	5.3	12.78	72181	8594850000
Wiesbaden	1995	1810509	5	12.78	71251	8868058000
Wiesbaden	1996	1820109	4.9	12.27	71754	8918208000
Wiesbaden	1997	1839684	3.8	11.5	72705	9075394000
Wiesbaden	1998	1862259	3.5	11.5	73319	9412123000
Wiesbaden	1999	1878759	2.9	11.5	75238	9858157000
Wiesbaden	2000	1903359	2.5	11.76	75884	9883960000
Wiesbaden	2001	1960860	2.3	12.02	77022	10186346000
Wiesbaden	2002	2008555	6	11.5	76642	10171522000
Wiesbaden	2003	2046359	8.3	10.5	76272	10699701000
Wiesbaden	2004	2066834	9.7	10	76991	10815277000
Wiesbaden	2005	2071355	8.7	10	77545	11223554000
Wiesbaden	2006	2086506	8.1	10	78223	11345689000
Wiesbaden	2007	2112305	8	10	78568	NA
Wiesbaden	2008	2121681	8.2	9.8	NA	NA
Wilhelmshaven	1990	268121	2.6	5.11	NA	NA
Wilhelmshaven	1991	268801	2.6	5.62	17850	2276617322
Wilhelmshaven	1992	269226	2.6	6.14	16257	2443175000
Wilhelmshaven	1993	270926	2.6	7.16	15815	2516395304
Wilhelmshaven	1994	271351	2.6	7.16	15611	2621890000
Wilhelmshaven	1995	272201	2.6	7.16	15220	2660081000
Wilhelmshaven	1996	276366	2.5	6.14	15136	2656541000
Wilhelmshaven	1997	278831	2.5	6.14	15055	2693352000
Wilhelmshaven	1998	278831	3.6	6.14	14699	2555891000
Wilhelmshaven	1999	282316	3.5	6.39	14936	2396938000
Wilhelmshaven	2000	283591	3.9	6.65	14920	2709297000
Wilhelmshaven	2001	286311	3.8	6.65	14571	2200826000
Wilhelmshaven	2002	286736	3.8	6	14644	2072635000
Wilhelmshaven	2003	286736	3.8	6	14533	2059780000
Wilhelmshaven	2004	287586	3.8	6	14353	2198167000
Wilhelmshaven	2005	287986	4.2	6	14485	2266165000
Wilhelmshaven	2006	288951	4.3	6	14226	2336558000
Wilhelmshaven	2007	289671	4.1	5.8	14459	NA
Wilhelmshaven	2008	289671	4.1	5.5	NA	NA
Wolfsburg	1990	454177	1.5	7.67	NA	NA
Wolfsburg	1991	455027	1.5	8.18	21668	5090096870
Wolfsburg	1992	458427	1.5	8.69	22384	5276340000
Wolfsburg	1993	461657	2.2	9.71	22347	5152797407
Wolfsburg	1994	462082	2.6	9.71	21757	5238119000
Wolfsburg	1995	462932	2.6	8.69	21766	4952452000
Wolfsburg	1996	463782	3.2	8.18	22205	4685537000
Wolfsburg	1997	472622	3.8	8.18	22026	5252936000
Wolfsburg	1998	473472	3.8	8.69	22732	6945326000
Wolfsburg	1999	484777	3.7	9.2	24395	7490421000
Wolfsburg	2000	525662	2.3	9.2	26789	7447165000
Wolfsburg	2001	543512	2.8	9.2	28003	8116242000
Wolfsburg	2002	560512	1.8	10	27829	7243666000
Wolfsburg	2003	573092	2.3	9.5	29742	7416202000
Wolfsburg	2004	577257	2.6	9.5	30557	6648527000
Wolfsburg	2005	593931	2.5	9	29635	7849997000
Wolfsburg	2006	595182	3.4	9	29682	7751278000
Wolfsburg	2007	598382	3.8	9.5	29555	NA
Wolfsburg	2008	603382	4.1	9.2	NA	NA
Wuppertal	1990	1159577	1.7	7.67	NA	NA
Wuppertal	1991	1159814	1.7	8.69	61123	7621900000
Wuppertal	1992	1176517	1.7	9.71	62179	8003462000
Wuppertal	1993	1182415	3	10.23	61204	7814072000
Wuppertal	1994	1220082	3	11.25	60869	7722536000
Wuppertal	1995	1222724	3.7	10.23	58868	8009741000
Wuppertal	1996	1245655	4	9.71	58599	8167093000
Wuppertal	1997	1282656	3.9	8.18	59046	8334938000
Wuppertal	1998	1302027	4.2	7.67	58214	8722786000
Wuppertal	1999	1306493	4.2	7.16	57151	8643903000
Wuppertal	2000	1324372	4.5	6.65	57661	8996959000
Wuppertal	2001	1330380	4.5	7.16	57707	8656170000
Wuppertal	2002	1344976	4.5	6.5	56610	8688827000
Wuppertal	2003	1350570	5.9	6.5	55168	8555472000
Wuppertal	2004	1354543	7.4	6.5	54320	8849367000
Wuppertal	2005	1354419	8.1	6.5	53676	8918737000
Wuppertal	2006	1359369	8.5	6.5	52616	9013509000
Wuppertal	2007	1360947	9.2	6.7	52682	NA
Wuppertal	2008	1362387	8.8	6.8	NA	NA
Würzburg	1990	802666	1.5	8.18	NA	NA
Würzburg	1991	804953	1.5	8.69	33487	3756831644
Würzburg	1992	805803	1.5	9.2	34408	4015733000
Würzburg	1993	819985	1.8	8.69	35140	4106950767
Würzburg	1994	824994	1.8	8.69	35852	4238889000
Würzburg	1995	833070	1.8	8.69	35500	4378258000
Würzburg	1996	834141	2.4	8.18	35632	4443724000
Würzburg	1997	837541	2.4	7.67	35347	4551203000
Würzburg	1998	839496	2.4	7.67	35007	4597090000
Würzburg	1999	848506	2.1	7.67	34967	4723044000
Würzburg	2000	855051	1.9	8.18	35679	4813810000
Würzburg	2001	908105	1.7	8.18	36055	4792380000
Würzburg	2002	915330	1.9	8	35689	4760120000
Würzburg	2003	917030	3.3	8	35960	4845434000
Würzburg	2004	922130	3.3	8	35292	4918150000
Würzburg	2005	923428	4	7.7	35855	5013484000
Würzburg	2006	920985	3.8	7.4	36031	4977332000
Würzburg	2007	922523	3.8	7.5	35952	NA
Würzburg	2008	924123	3.7	7.6	NA	NA
Zwickau	1990	269133	0.9	10.23	NA	NA
Zwickau	1991	269133	1.9	11.76	NA	916723014
Zwickau	1992	269303	1.9	12.78	NA	1205819000
Zwickau	1993	271173	2.6	12.78	20460	1514242103
Zwickau	1994	276443	3.6	11.25	20212	1807997000
Zwickau	1995	294463	5.1	10.23	20728	1988446000
Zwickau	1996	309423	6.5	9.2	20558	2061813000
Zwickau	1997	316138	7.9	7.67	19817	2268181000
Zwickau	1998	320133	9.4	6.65	20546	2683031000
Zwickau	1999	333818	9	6.65	19653	2526392000
Zwickau	2000	340533	7.9	6.65	19368	2477355000
Zwickau	2001	340533	8.8	6.65	19416	2691146000
Zwickau	2002	341298	13.2	6.5	18938	2584357000
Zwickau	2003	345123	17.4	6.5	18439	2587517000
Zwickau	2004	346823	20.2	6	18436	2591095000
Zwickau	2005	347581	18.7	5.8	18473	2524020000
Zwickau	2006	349813	18.6	5.4	17617	2511136000
Zwickau	2007	350213	19.1	5.6	17793	NA
Zwickau	2008	350213	18.8	5.3	NA	NA
